アイテムID,名称,値段,ジャンル,戦闘,通常,捨てる,装飾,転生,スキルID,落とせる,説明文。
676,Item676,0,255,0,0,0,0,0,0,1,Item６７６。
677,Item677,0,255,0,0,0,0,0,0,1,Item６７７。
678,Item678,0,255,0,0,0,0,0,0,1,Item６７８。
679,Item679,0,255,0,0,0,0,0,0,1,Item６７９。
680,Item680,0,255,0,0,0,0,0,0,1,Item６８０。
681,Item681,0,255,0,0,0,0,0,0,1,Item６８１。
682,Item682,0,255,0,0,0,0,0,0,1,Item６８２。
683,Item683,0,255,0,0,0,0,0,0,1,Item６８３。
684,Item684,0,255,0,0,0,0,0,0,1,Item６８４。
685,Item685,0,255,0,0,0,0,0,0,1,Item６８５。
686,Item686,0,255,0,0,0,0,0,0,1,Item６８６。
687,Item687,0,255,0,0,0,0,0,0,1,Item６８７。
688,Item688,0,255,0,0,0,0,0,0,1,Item６８８。
689,Item689,0,255,0,0,0,0,0,0,1,Item６８９。
690,Item690,0,255,0,0,0,0,0,0,1,Item６９０。
691,Item691,0,255,0,0,0,0,0,0,1,Item６９１。
692,Item692,0,255,0,0,0,0,0,0,1,Item６９２。
693,Item693,0,255,0,0,0,0,0,0,1,Item６９３。
694,Item694,0,255,0,0,0,0,0,0,1,Item６９４。
695,Item695,0,255,0,0,0,0,0,0,1,Item６９５。
696,Item696,0,255,0,0,0,0,0,0,1,Item６９６。
697,Item697,0,255,0,0,0,0,0,0,1,Item６９７。
698,Item698,0,255,0,0,0,0,0,0,1,Item６９８。
699,Item699,0,255,0,0,0,0,0,0,1,Item６９９。
700,Item700,0,255,0,0,0,0,0,0,1,Item７００。
701,Item701,0,255,0,0,0,0,0,0,1,Item７０１。
702,Item702,0,255,0,0,0,0,0,0,1,Item７０２。
703,Item703,0,255,0,0,0,0,0,0,1,Item７０３。
704,Item704,0,255,0,0,0,0,0,0,1,Item７０４。
705,Item705,0,255,0,0,0,0,0,0,1,Item７０５。
706,Item706,0,255,0,0,0,0,0,0,1,Item７０６。
707,Item707,0,255,0,0,0,0,0,0,1,Item７０７。
708,Item708,0,255,0,0,0,0,0,0,1,Item７０８。
709,Item709,0,255,0,0,0,0,0,0,1,Item７０９。
710,Item710,0,255,0,0,0,0,0,0,1,Item７１０。
711,Item711,0,255,0,0,0,0,0,0,1,Item７１１。
712,Item712,0,255,0,0,0,0,0,0,1,Item７１２。
713,Item713,0,255,0,0,0,0,0,0,1,Item７１３。
714,Item714,0,255,0,0,0,0,0,0,1,Item７１４。
715,Item715,0,255,0,0,0,0,0,0,1,Item７１５。
716,Item716,0,255,0,0,0,0,0,0,1,Item７１６。
717,Item717,0,255,0,0,0,0,0,0,1,Item７１７。
718,Item718,0,255,0,0,0,0,0,0,1,Item７１８。
719,Item719,0,255,0,0,0,0,0,0,1,Item７１９。
720,Item720,0,255,0,0,0,0,0,0,1,Item７２０。
721,Item721,0,255,0,0,0,0,0,0,1,Item７２１。
722,Item722,0,255,0,0,0,0,0,0,1,Item７２２。
723,Item723,0,255,0,0,0,0,0,0,1,Item７２３。
724,Item724,0,255,0,0,0,0,0,0,1,Item７２４。
725,Item725,0,255,0,0,0,0,0,0,1,Item７２５。
726,Item726,0,255,0,0,0,0,0,0,1,Item７２６。
727,Item727,0,255,0,0,0,0,0,0,1,Item７２７。
728,Item728,0,255,0,0,0,0,0,0,1,Item７２８。
729,Item729,0,255,0,0,0,0,0,0,1,Item７２９。
730,Item730,0,255,0,0,0,0,0,0,1,Item７３０。
731,Item731,0,255,0,0,0,0,0,0,1,Item７３１。
732,Item732,0,255,0,0,0,0,0,0,1,Item７３２。
733,Item733,0,255,0,0,0,0,0,0,1,Item７３３。
734,Item734,0,255,0,0,0,0,0,0,1,Item７３４。
735,Item735,0,255,0,0,0,0,0,0,1,Item７３５。
736,Item736,0,255,0,0,0,0,0,0,1,Item７３６。
737,Item737,0,255,0,0,0,0,0,0,1,Item７３７。
738,Item738,0,255,0,0,0,0,0,0,1,Item７３８。
739,Item739,0,255,0,0,0,0,0,0,1,Item７３９。
740,Item740,0,255,0,0,0,0,0,0,1,Item７４０。
741,Item741,0,255,0,0,0,0,0,0,1,Item７４１。
742,Item742,0,255,0,0,0,0,0,0,1,Item７４２。
743,Item743,0,255,0,0,0,0,0,0,1,Item７４３。
744,Item744,0,255,0,0,0,0,0,0,1,Item７４４。
745,Item745,0,255,0,0,0,0,0,0,1,Item７４５。
746,Item746,0,255,0,0,0,0,0,0,1,Item７４６。
747,Item747,0,255,0,0,0,0,0,0,1,Item７４７。
748,Item748,0,255,0,0,0,0,0,0,1,Item７４８。
749,Item749,0,255,0,0,0,0,0,0,1,Item７４９。
750,Item750,0,255,0,0,0,0,0,0,1,Item７５０。
751,Item751,0,255,0,0,0,0,0,0,1,Item７５１。
752,Item752,0,255,0,0,0,0,0,0,1,Item７５２。
753,Item753,0,255,0,0,0,0,0,0,1,Item７５３。
754,Item754,0,255,0,0,0,0,0,0,1,Item７５４。
755,Item755,0,255,0,0,0,0,0,0,1,Item７５５。
756,Item756,0,255,0,0,0,0,0,0,1,Item７５６。
757,Item757,0,255,0,0,0,0,0,0,1,Item７５７。
758,Item758,0,255,0,0,0,0,0,0,1,Item７５８。
759,Item759,0,255,0,0,0,0,0,0,1,Item７５９。
760,Item760,0,255,0,0,0,0,0,0,1,Item７６０。
761,Item761,0,255,0,0,0,0,0,0,1,Item７６１。
762,Item762,0,255,0,0,0,0,0,0,1,Item７６２。
763,Item763,0,255,0,0,0,0,0,0,1,Item７６３。
764,Item764,0,255,0,0,0,0,0,0,1,Item７６４。
765,Item765,0,255,0,0,0,0,0,0,1,Item７６５。
766,Item766,0,255,0,0,0,0,0,0,1,Item７６６。
767,Item767,0,255,0,0,0,0,0,0,1,Item７６７。
768,Item768,0,255,0,0,0,0,0,0,1,Item７６８。
769,Item769,0,255,0,0,0,0,0,0,1,Item７６９。
770,Item770,0,255,0,0,0,0,0,0,1,Item７７０。
771,Item771,0,255,0,0,0,0,0,0,1,Item７７１。
772,Item772,0,255,0,0,0,0,0,0,1,Item７７２。
773,Item773,0,255,0,0,0,0,0,0,1,Item７７３。
774,Item774,0,255,0,0,0,0,0,0,1,Item７７４。
775,Item775,0,255,0,0,0,0,0,0,1,Item７７５。
776,Item776,0,255,0,0,0,0,0,0,1,Item７７６。
777,Item777,0,255,0,0,0,0,0,0,1,Item７７７。
778,Item778,0,255,0,0,0,0,0,0,1,Item７７８。
779,Item779,0,255,0,0,0,0,0,0,1,Item７７９。
780,Item780,0,255,0,0,0,0,0,0,1,Item７８０。
781,Item781,0,255,0,0,0,0,0,0,1,Item７８１。
782,Item782,0,255,0,0,0,0,0,0,1,Item７８２。
783,Item783,0,255,0,0,0,0,0,0,1,Item７８３。
784,Item784,0,255,0,0,0,0,0,0,1,Item７８４。
785,Item785,0,255,0,0,0,0,0,0,1,Item７８５。
786,Item786,0,255,0,0,0,0,0,0,1,Item７８６。
787,Item787,0,255,0,0,0,0,0,0,1,Item７８７。
788,Item788,0,255,0,0,0,0,0,0,1,Item７８８。
789,Item789,0,255,0,0,0,0,0,0,1,Item７８９。
790,Item790,0,255,0,0,0,0,0,0,1,Item７９０。
791,Item791,0,255,0,0,0,0,0,0,1,Item７９１。
792,Item792,0,255,0,0,0,0,0,0,1,Item７９２。
793,Item793,0,255,0,0,0,0,0,0,1,Item７９３。
794,Item794,0,255,0,0,0,0,0,0,1,Item７９４。
795,Item795,0,255,0,0,0,0,0,0,1,Item７９５。
796,Item796,0,255,0,0,0,0,0,0,1,Item７９６。
797,Item797,0,255,0,0,0,0,0,0,1,Item７９７。
798,Item798,0,255,0,0,0,0,0,0,1,Item７９８。
799,Item799,0,255,0,0,0,0,0,0,1,Item７９９。
800,Item800,0,255,0,0,0,0,0,0,1,Item８００。
801,Item801,0,255,0,0,0,0,0,0,1,Item８０１。
802,Item802,0,255,0,0,0,0,0,0,1,Item８０２。
803,Item803,0,255,0,0,0,0,0,0,1,Item８０３。
804,Item804,0,255,0,0,0,0,0,0,1,Item８０４。
805,Item805,0,255,0,0,0,0,0,0,1,Item８０５。
806,Item806,0,255,0,0,0,0,0,0,1,Item８０６。
807,Item807,0,255,0,0,0,0,0,0,1,Item８０７。
808,Item808,0,255,0,0,0,0,0,0,1,Item８０８。
809,Item809,0,255,0,0,0,0,0,0,1,Item８０９。
810,Item810,0,255,0,0,0,0,0,0,1,Item８１０。
811,Item811,0,255,0,0,0,0,0,0,1,Item８１１。
812,Item812,0,255,0,0,0,0,0,0,1,Item８１２。
813,Item813,0,255,0,0,0,0,0,0,1,Item８１３。
814,Item814,0,255,0,0,0,0,0,0,1,Item８１４。
815,Item815,0,255,0,0,0,0,0,0,1,Item８１５。
816,Item816,0,255,0,0,0,0,0,0,1,Item８１６。
817,Item817,0,255,0,0,0,0,0,0,1,Item８１７。
818,Item818,0,255,0,0,0,0,0,0,1,Item８１８。
819,Item819,0,255,0,0,0,0,0,0,1,Item８１９。
820,Item820,0,255,0,0,0,0,0,0,1,Item８２０。
821,Item821,0,255,0,0,0,0,0,0,1,Item８２１。
822,Item822,0,255,0,0,0,0,0,0,1,Item８２２。
823,Item823,0,255,0,0,0,0,0,0,1,Item８２３。
824,Item824,0,255,0,0,0,0,0,0,1,Item８２４。
825,Item825,0,255,0,0,0,0,0,0,1,Item８２５。
826,Item826,0,255,0,0,0,0,0,0,1,Item８２６。
827,Item827,0,255,0,0,0,0,0,0,1,Item８２７。
828,Item828,0,255,0,0,0,0,0,0,1,Item８２８。
829,Item829,0,255,0,0,0,0,0,0,1,Item８２９。
830,Item830,0,255,0,0,0,0,0,0,1,Item８３０。
831,Item831,0,255,0,0,0,0,0,0,1,Item８３１。
832,Item832,0,255,0,0,0,0,0,0,1,Item８３２。
833,Item833,0,255,0,0,0,0,0,0,1,Item８３３。
834,Item834,0,255,0,0,0,0,0,0,1,Item８３４。
835,Item835,0,255,0,0,0,0,0,0,1,Item８３５。
836,Item836,0,255,0,0,0,0,0,0,1,Item８３６。
837,Item837,0,255,0,0,0,0,0,0,1,Item８３７。
838,Item838,0,255,0,0,0,0,0,0,1,Item８３８。
839,Item839,0,255,0,0,0,0,0,0,1,Item８３９。
840,Item840,0,255,0,0,0,0,0,0,1,Item８４０。
841,Item841,0,255,0,0,0,0,0,0,1,Item８４１。
842,Item842,0,255,0,0,0,0,0,0,1,Item８４２。
843,Item843,0,255,0,0,0,0,0,0,1,Item８４３。
844,Item844,0,255,0,0,0,0,0,0,1,Item８４４。
845,Item845,0,255,0,0,0,0,0,0,1,Item８４５。
846,Item846,0,255,0,0,0,0,0,0,1,Item８４６。
847,Item847,0,255,0,0,0,0,0,0,1,Item８４７。
848,Item848,0,255,0,0,0,0,0,0,1,Item８４８。
849,Item849,0,255,0,0,0,0,0,0,1,Item８４９。
850,Item850,0,255,0,0,0,0,0,0,1,Item８５０。
851,Item851,0,255,0,0,0,0,0,0,1,Item８５１。
852,Item852,0,255,0,0,0,0,0,0,1,Item８５２。
853,Item853,0,255,0,0,0,0,0,0,1,Item８５３。
854,Item854,0,255,0,0,0,0,0,0,1,Item８５４。
855,Item855,0,255,0,0,0,0,0,0,1,Item８５５。
856,Item856,0,255,0,0,0,0,0,0,1,Item８５６。
857,Item857,0,255,0,0,0,0,0,0,1,Item８５７。
858,Item858,0,255,0,0,0,0,0,0,1,Item８５８。
859,Item859,0,255,0,0,0,0,0,0,1,Item８５９。
860,Item860,0,255,0,0,0,0,0,0,1,Item８６０。
861,Item861,0,255,0,0,0,0,0,0,1,Item８６１。
862,Item862,0,255,0,0,0,0,0,0,1,Item８６２。
863,Item863,0,255,0,0,0,0,0,0,1,Item８６３。
864,Item864,0,255,0,0,0,0,0,0,1,Item８６４。
865,Item865,0,255,0,0,0,0,0,0,1,Item８６５。
866,Item866,0,255,0,0,0,0,0,0,1,Item８６６。
867,Item867,0,255,0,0,0,0,0,0,1,Item８６７。
868,Item868,0,255,0,0,0,0,0,0,1,Item８６８。
869,Item869,0,255,0,0,0,0,0,0,1,Item８６９。
870,Item870,0,255,0,0,0,0,0,0,1,Item８７０。
871,Item871,0,255,0,0,0,0,0,0,1,Item８７１。
872,Item872,0,255,0,0,0,0,0,0,1,Item８７２。
873,Item873,0,255,0,0,0,0,0,0,1,Item８７３。
874,Item874,0,255,0,0,0,0,0,0,1,Item８７４。
875,Item875,0,255,0,0,0,0,0,0,1,Item８７５。
876,Item876,0,255,0,0,0,0,0,0,1,Item８７６。
877,Item877,0,255,0,0,0,0,0,0,1,Item８７７。
878,Item878,0,255,0,0,0,0,0,0,1,Item８７８。
879,Item879,0,255,0,0,0,0,0,0,1,Item８７９。
880,Item880,0,255,0,0,0,0,0,0,1,Item８８０。
881,Item881,0,255,0,0,0,0,0,0,1,Item８８１。
882,Item882,0,255,0,0,0,0,0,0,1,Item８８２。
883,Item883,0,255,0,0,0,0,0,0,1,Item８８３。
884,Item884,0,255,0,0,0,0,0,0,1,Item８８４。
885,Item885,0,255,0,0,0,0,0,0,1,Item８８５。
886,Item886,0,255,0,0,0,0,0,0,1,Item８８６。
887,Item887,0,255,0,0,0,0,0,0,1,Item８８７。
888,Item888,0,255,0,0,0,0,0,0,1,Item８８８。
889,Item889,0,255,0,0,0,0,0,0,1,Item８８９。
890,Item890,0,255,0,0,0,0,0,0,1,Item８９０。
891,Item891,0,255,0,0,0,0,0,0,1,Item８９１。
892,Item892,0,255,0,0,0,0,0,0,1,Item８９２。
893,Item893,0,255,0,0,0,0,0,0,1,Item８９３。
894,Item894,0,255,0,0,0,0,0,0,1,Item８９４。
895,Item895,0,255,0,0,0,0,0,0,1,Item８９５。
896,Item896,0,255,0,0,0,0,0,0,1,Item８９６。
897,Item897,0,255,0,0,0,0,0,0,1,Item８９７。
898,Item898,0,255,0,0,0,0,0,0,1,Item８９８。
899,Item899,0,255,0,0,0,0,0,0,1,Item８９９。
900,Item900,0,255,0,0,0,0,0,0,1,Item９００。
901,Item901,0,255,0,0,0,0,0,0,1,Item９０１。
902,Item902,0,255,0,0,0,0,0,0,1,Item９０２。
903,Item903,0,255,0,0,0,0,0,0,1,Item９０３。
904,Item904,0,255,0,0,0,0,0,0,1,Item９０４。
905,Item905,0,255,0,0,0,0,0,0,1,Item９０５。
906,Item906,0,255,0,0,0,0,0,0,1,Item９０６。
907,Item907,0,255,0,0,0,0,0,0,1,Item９０７。
908,Item908,0,255,0,0,0,0,0,0,1,Item９０８。
909,Item909,0,255,0,0,0,0,0,0,1,Item９０９。
910,Item910,0,255,0,0,0,0,0,0,1,Item９１０。
911,Item911,0,255,0,0,0,0,0,0,1,Item９１１。
912,Item912,0,255,0,0,0,0,0,0,1,Item９１２。
913,Item913,0,255,0,0,0,0,0,0,1,Item９１３。
914,Item914,0,255,0,0,0,0,0,0,1,Item９１４。
915,Item915,0,255,0,0,0,0,0,0,1,Item９１５。
916,Item916,0,255,0,0,0,0,0,0,1,Item９１６。
917,Item917,0,255,0,0,0,0,0,0,1,Item９１７。
918,Item918,0,255,0,0,0,0,0,0,1,Item９１８。
919,Item919,0,255,0,0,0,0,0,0,1,Item９１９。
920,Item920,0,255,0,0,0,0,0,0,1,Item９２０。
921,Item921,0,255,0,0,0,0,0,0,1,Item９２１。
922,Item922,0,255,0,0,0,0,0,0,1,Item９２２。
923,Item923,0,255,0,0,0,0,0,0,1,Item９２３。
924,Item924,0,255,0,0,0,0,0,0,1,Item９２４。
925,Item925,0,255,0,0,0,0,0,0,1,Item９２５。
926,Item926,0,255,0,0,0,0,0,0,1,Item９２６。
927,Item927,0,255,0,0,0,0,0,0,1,Item９２７。
928,Item928,0,255,0,0,0,0,0,0,1,Item９２８。
929,Item929,0,255,0,0,0,0,0,0,1,Item９２９。
930,Item930,0,255,0,0,0,0,0,0,1,Item９３０。
931,Item931,0,255,0,0,0,0,0,0,1,Item９３１。
932,Item932,0,255,0,0,0,0,0,0,1,Item９３２。
933,Item933,0,255,0,0,0,0,0,0,1,Item９３３。
934,Item934,0,255,0,0,0,0,0,0,1,Item９３４。
935,Item935,0,255,0,0,0,0,0,0,1,Item９３５。
936,Item936,0,255,0,0,0,0,0,0,1,Item９３６。
937,Item937,0,255,0,0,0,0,0,0,1,Item９３７。
938,Item938,0,255,0,0,0,0,0,0,1,Item９３８。
939,Item939,0,255,0,0,0,0,0,0,1,Item９３９。
940,Item940,0,255,0,0,0,0,0,0,1,Item９４０。
941,Item941,0,255,0,0,0,0,0,0,1,Item９４１。
942,Item942,0,255,0,0,0,0,0,0,1,Item９４２。
943,Item943,0,255,0,0,0,0,0,0,1,Item９４３。
944,Item944,0,255,0,0,0,0,0,0,1,Item９４４。
945,Item945,0,255,0,0,0,0,0,0,1,Item９４５。
946,Item946,0,255,0,0,0,0,0,0,1,Item９４６。
947,Item947,0,255,0,0,0,0,0,0,1,Item９４７。
948,Item948,0,255,0,0,0,0,0,0,1,Item９４８。
949,Item949,0,255,0,0,0,0,0,0,1,Item９４９。
950,Item950,0,255,0,0,0,0,0,0,1,Item９５０。
951,Item951,0,255,0,0,0,0,0,0,1,Item９５１。
952,Item952,0,255,0,0,0,0,0,0,1,Item９５２。
953,Item953,0,255,0,0,0,0,0,0,1,Item９５３。
954,Item954,0,255,0,0,0,0,0,0,1,Item９５４。
955,Item955,0,255,0,0,0,0,0,0,1,Item９５５。
956,Item956,0,255,0,0,0,0,0,0,1,Item９５６。
957,Item957,0,255,0,0,0,0,0,0,1,Item９５７。
958,Item958,0,255,0,0,0,0,0,0,1,Item９５８。
959,Item959,0,255,0,0,0,0,0,0,1,Item９５９。
960,Item960,0,255,0,0,0,0,0,0,1,Item９６０。
961,Item961,0,255,0,0,0,0,0,0,1,Item９６１。
962,Item962,0,255,0,0,0,0,0,0,1,Item９６２。
963,Item963,0,255,0,0,0,0,0,0,1,Item９６３。
964,Item964,0,255,0,0,0,0,0,0,1,Item９６４。
965,Item965,0,255,0,0,0,0,0,0,1,Item９６５。
966,Item966,0,255,0,0,0,0,0,0,1,Item９６６。
967,Item967,0,255,0,0,0,0,0,0,1,Item９６７。
968,Item968,0,255,0,0,0,0,0,0,1,Item９６８。
969,Item969,0,255,0,0,0,0,0,0,1,Item９６９。
970,Item970,0,255,0,0,0,0,0,0,1,Item９７０。
971,Item971,0,255,0,0,0,0,0,0,1,Item９７１。
972,Item972,0,255,0,0,0,0,0,0,1,Item９７２。
973,Item973,0,255,0,0,0,0,0,0,1,Item９７３。
974,Item974,0,255,0,0,0,0,0,0,1,Item９７４。
975,Item975,0,255,0,0,0,0,0,0,1,Item９７５。
976,Item976,0,255,0,0,0,0,0,0,1,Item９７６。
977,Item977,0,255,0,0,0,0,0,0,1,Item９７７。
978,Item978,0,255,0,0,0,0,0,0,1,Item９７８。
979,Item979,0,255,0,0,0,0,0,0,1,Item９７９。
980,Item980,0,255,0,0,0,0,0,0,1,Item９８０。
981,Item981,0,255,0,0,0,0,0,0,1,Item９８１。
982,Item982,0,255,0,0,0,0,0,0,1,Item９８２。
983,Item983,0,255,0,0,0,0,0,0,1,Item９８３。
984,Item984,0,255,0,0,0,0,0,0,1,Item９８４。
985,Item985,0,255,0,0,0,0,0,0,1,Item９８５。
986,Item986,0,255,0,0,0,0,0,0,1,Item９８６。
987,Item987,0,255,0,0,0,0,0,0,1,Item９８７。
988,Item988,0,255,0,0,0,0,0,0,1,Item９８８。
989,Item989,0,255,0,0,0,0,0,0,1,Item９８９。
990,Item990,0,255,0,0,0,0,0,0,1,Item９９０。
991,Item991,0,255,0,0,0,0,0,0,1,Item９９１。
992,Item992,0,255,0,0,0,0,0,0,1,Item９９２。
993,Item993,0,255,0,0,0,0,0,0,1,Item９９３。
994,Item994,0,255,0,0,0,0,0,0,1,Item９９４。
995,Item995,0,255,0,0,0,0,0,0,1,Item９９５。
996,Item996,0,255,0,0,0,0,0,0,1,Item９９６。
997,Item997,0,255,0,0,0,0,0,0,1,Item９９７。
998,Item998,0,255,0,0,0,0,0,0,1,Item９９８。
999,Item999,0,255,0,0,0,0,0,0,1,Item９９９。
1000,Item1000,0,255,0,0,0,0,0,0,1,Item１０００。
1001,Item1001,0,255,0,0,0,0,0,0,1,Item１００１。
1002,Item1002,0,255,0,0,0,0,0,0,1,Item１００２。
1003,Item1003,0,255,0,0,0,0,0,0,1,Item１００３。
1004,Item1004,0,255,0,0,0,0,0,0,1,Item１００４。
1005,Item1005,0,255,0,0,0,0,0,0,1,Item１００５。
1006,Item1006,0,255,0,0,0,0,0,0,1,Item１００６。
1007,Item1007,0,255,0,0,0,0,0,0,1,Item１００７。
1008,Item1008,0,255,0,0,0,0,0,0,1,Item１００８。
1009,Item1009,0,255,0,0,0,0,0,0,1,Item１００９。
1010,Item1010,0,255,0,0,0,0,0,0,1,Item１０１０。
1011,Item1011,0,255,0,0,0,0,0,0,1,Item１０１１。
1012,Item1012,0,255,0,0,0,0,0,0,1,Item１０１２。
1013,Item1013,0,255,0,0,0,0,0,0,1,Item１０１３。
1014,Item1014,0,255,0,0,0,0,0,0,1,Item１０１４。
1015,Item1015,0,255,0,0,0,0,0,0,1,Item１０１５。
1016,Item1016,0,255,0,0,0,0,0,0,1,Item１０１６。
1017,Item1017,0,255,0,0,0,0,0,0,1,Item１０１７。
1018,Item1018,0,255,0,0,0,0,0,0,1,Item１０１８。
1019,Item1019,0,255,0,0,0,0,0,0,1,Item１０１９。
1020,Item1020,0,255,0,0,0,0,0,0,1,Item１０２０。
1021,Item1021,0,255,0,0,0,0,0,0,1,Item１０２１。
1022,Item1022,0,255,0,0,0,0,0,0,1,Item１０２２。
1023,Item1023,0,255,0,0,0,0,0,0,1,Item１０２３。
